treatment,pri2000s,pri2000v,t2000,t2000r,pri1994,pan1994,prd1994,pri1994s,pri1994v,pan1994s,pan1994v,prd1994s,prd1994v,t1994,t1994r,votos1994,avgpoverty,pobtot1994,villages
0,62.81406879,79.11392405,80.90452552,58.73605948,133,1,19,63.20872903,85.25641026,0.47525363,0.641025641,9.029818326,12.17948718,76.04057789,95.70552147,160,5,424,1
0,18.99224818,36.84210526,52.90697813,55.64853556,122,0,152,28.11388075,44.52554745,0,0,35.02712846,55.47445255,63.37144971,78.73563218,275,5,944,7
1,11.15668565,16.85254027,67.92452931,64.25159236,254,99,417,22.80382812,30.97560976,8.888106048,12.07317073,37.43777871,50.85365854,76.85069442,77.28557964,856,4,1957,6
1,35.61827838,45.14480409,79.4354856,69.05882353,349,94,113,52.27851272,61.55202822,14.08074647,16.57848325,16.92685485,19.92945326,89.87710476,84.75336323,600,3,1212,4
1,57.52426982,40.237691,100,62,270,35,272,46.36136293,44.40789474,6.00980632,5.756578947,46.70478106,44.73684211,100,79.68545216,628,3.75,1148,7
1,28.17337513,36.84210526,76.78018808,63.1713555,147,36,66,47.47056365,56.10687023,11.62544414,13.74045802,21.31331414,25.19083969,84.60739851,85.34201954,262,3,599,2
0,39.49579895,51.83823529,79.13165092,63.77491208,278,3,226,36.08025908,54.08560311,0.389355328,0.583657588,29.33143377,43.9688716,67.74782538,77.9969651,522,4.571428776,1671,8
1,43.84748638,65.54404145,68.80415678,59.4761171,269,6,117,45.86988986,67.41854637,1.023120247,1.503759398,19.95084435,29.32330827,69.06061769,79.16666667,405,4,1148,5
0,32.79069662,42.46987952,78.37209105,64.46601942,151,2,191,36.63835227,41.71270718,0.485276198,0.552486188,46.34387791,52.76243094,89.77609873,82.46013667,370,4.454545498,866,14
1,23.90029281,57.19298246,41.7888552,46.72131148,227,1,98,34.08483267,68.16816817,0.150153448,0.3003003,14.71503824,29.42942943,52.70385742,65.81027668,351,4.9375,1396,14
1,44.2804426,56.07476636,80.07380366,62.57309942,145,0,61,52.65495181,70.04830918,0,0,22.1513927,29.46859903,75.89575648,77.23880597,209,4,559,2
1,33.98692906,37.95620438,89.86927867,72.48677249,89,0,172,31.56370521,34.09961686,0,0,60.99952459,65.90038314,92.5632298,86.13861386,261,4.25,565,4
1,34.65346396,46.05263158,76.23762488,65.8008658,59,0,82,30.68784177,41.54929577,0,0,42.65089929,57.74647887,75.93940496,69.95073892,146,4.714285851,419,8
1,46.17736936,51.53583618,89.90825415,65.11111111,153,1,140,49.10118878,51.51515152,0.320922793,0.336700337,44.92919147,47.13804714,95.31407356,84.61538462,297,5,645,7
1,1.048880536,27.80748663,3.812277317,57.65673176,221,78,132,1.594891772,48.6784141,0.562903006,17.18061674,0.952605065,29.07488987,3.377417848,74.67105263,468,4,26526,7
1,11.44278571,16.31205674,71.99715972,57.51748252,288,63,528,21.80781662,31.20260022,4.770459607,6.825568797,39.98099566,57.20476706,75.57014227,73.95833333,998,3.5,2940,6
0,10.28730273,30.66298343,34.19833183,49.05149051,172,15,214,14.76020962,41.44578313,1.28722759,3.614457831,18.36444587,51.56626506,38.44519556,68.48184818,448,4,2301,6
1,8.557564765,36.12662942,23.99647087,62.15277778,207,15,303,9.256150573,38.98305085,0.670735538,2.824858757,13.54885846,57.06214689,24.01233315,82.19814241,537,4,4399,6
1,18.78378391,33.57487923,57.02702999,57.42024965,180,24,187,34.66748297,44.00977995,4.622331262,5.86797066,36.01566255,45.72127139,83.00936222,77.31568998,431,4.400000095,1078,5
0,7.814992219,15.80645161,50.8771956,57.72811918,88,7,208,15.9149766,28.38709677,1.265964005,2.258064516,37.61721849,67.09677419,59.50031281,76.3546798,329,4.5,1066,4
1,45.40540576,61.09090909,77.56756544,65.01182033,208,40,17,51.96241736,72.98245614,9.992772341,14.03508772,4.24692817,5.964912281,79.69235778,73.07692308,319,5,857,3
1,44.1747576,55.15151515,82.64563084,69.25498426,506,111,44,59.97707844,72.28571429,13.15702647,15.85714286,5.215398222,6.285714286,85.4614079,78.91770011,721,4.199999809,1585,5
1,57.69230723,73.64341085,82.79352188,71.00917431,305,14,19,66.324085,83.79120879,3.044384345,3.846153846,4.131664336,5.21978022,91.76644087,74.13441955,422,4.25,900,4
1,32.56814778,57.76081425,56.38450384,58.05022157,231,8,51,33.57103765,78.30508475,1.162633393,2.711864407,7.411787659,17.28813559,44.61605549,59.47580645,307,4.666666508,1411,6
1,36.48148179,76.35658915,51.11111403,47.08029197,222,11,2,40.45376778,94.46808511,2.00446602,4.680851064,0.364448363,0.85106383,43.00490618,48.95833333,236,4.5,1242,5
1,30.34623265,45.56574924,68.83910298,62.76391555,275,131,9,27.85638273,61.93693694,13.26976866,29.5045045,0.911663473,2.027027027,54.39592004,53.42960289,537,5,1888,5
1,4.692504928,38.00259403,12.49199212,64.46488294,438,187,62,8.081480861,62.39316239,3.450312838,26.63817664,1.143953949,8.831908832,13.37688118,74.76038339,725,3.5,9953,2
0,31.6821456,64.90486258,54.28276658,45.21988528,514,61,40,56.36523962,76.94610778,6.689260155,9.131736527,4.386400059,5.988023952,77.31029987,74.88789238,705,4.5,2050,5
1,29.51907218,65.92592593,46.18573785,46.07508532,301,87,45,29.48323488,66.44591611,8.521732688,19.20529801,4.407792538,9.933774834,45.54719031,51.24434389,465,4,2152,3
0,35.48386991,68.65021771,52.96323895,57.51252087,442,73,54,34.34579074,73.42192691,5.672494695,12.12624585,4.196092114,8.970099668,49.73146319,58.44660194,640,4.571428776,2285,8
0,50.5928874,75.29411765,69.82872486,58.02047782,367,32,81,48.53200316,73.99193548,4.231673479,6.451612903,10.71142331,16.33064516,73.12860489,65.00655308,553,4.75,1523,4
1,51.38888955,81.61764706,67.12962985,54.6184739,208,10,32,39.55288529,73.75886525,1.901581138,3.546099291,6.085059419,11.34751773,64.65375423,61.70678337,340,5,1173,3
1,48.51138294,76.94444444,65.67425728,53.25443787,293,33,59,51.77140236,71.28953771,5.830908939,8.02919708,10.42495817,14.35523114,100,67.71004942,638,4.25,1062,4
1,34.86842215,61.71761281,57.89473653,50.51470588,567,118,42,44.09941435,74.9009247,9.177655727,15.58784676,3.266623244,5.548216645,60.82141399,62.51032205,782,4.5,2702,4
0,15.65074176,55.88235294,29.1598022,54.72103004,406,94,48,22.77791351,71.35325132,5.273704231,16.5202109,2.69295536,8.435852373,33.60583782,73.51421189,599,4.333333492,3676,3
0,61.84857488,92.36417034,69.91150379,67.42574257,387,6,5,41.406551,95.08599509,0.641962048,1.474201474,0.534968358,1.228501229,56.70664907,60.11816839,530,5,1975,4
1,32.30769336,60.64981949,55.38461804,52.66159696,195,37,10,38.92993033,70.90909091,7.386704534,13.45454545,1.99640654,3.636363636,54.90118265,65.16587678,275,4.833333492,1049,6
1,36.99248135,68.7150838,63.15789223,49.37931034,232,101,3,38.84677291,66.85878963,16.91174209,29.10662824,0.502328947,0.864553314,63.79577518,64.49814126,381,4.800000191,1137,5
0,45.52495778,77.11370262,61.70395613,59.86038394,424,15,57,39.67979252,82.8125,1.403766219,2.9296875,5.334311724,11.1328125,49.97407794,54.87674169,534,4.75,2126,8
0,42.83727407,68.29268293,66.34213924,58.41968912,279,11,105,39.84362483,68.04878049,1.570895687,2.682926829,14.99491185,25.6097561,66.97727442,59.5065312,469,5,1416,14
1,49.09596741,78.27050998,65.50765038,65.64774381,339,13,12,56.56401515,90.8847185,2.169121616,3.485254692,2.002266049,3.217158177,64.90678787,67.69509982,389,5,1317,7
1,51.74129605,64.75716065,82.68656731,54.84972678,457,27,149,46.26665711,69.1376702,2.733478509,4.084720121,15.08475244,22.54160363,72.28532434,57.08117444,714,4.699999809,1868,10
1,65.83592892,82.55208333,86.70820594,48.27152734,477,32,27,52.79219747,84.27561837,3.54161486,5.653710247,2.988237701,4.770318021,70.38959861,43.07458143,636,5,1800,6
0,30.0242126,69.76090014,44.12832856,66.94915254,411,66,50,27.67894268,74.86338798,4.444793612,12.02185792,3.367267922,9.107468124,38.58889043,63.32179931,573,4.5,2715,12
0,35.50106585,78.16901408,49.36034083,52.01465201,330,11,30,31.39011562,83.12342569,1.046337187,2.770780856,2.853646874,7.556675063,41.85348749,62.91600634,440,5,2101,2
0,39.32461739,60.36789298,66.99346304,55.57620818,389,84,44,44.93870437,68.97163121,9.703987837,14.89361702,5.083041266,7.80141844,69.77629066,65.65774156,604,4,1697,5
1,35.0993365,55.78947368,68.87417436,52.2696011,252,18,59,62.63951063,71.18644068,4.474250972,5.084745763,14.66560066,16.66666667,100,55.14018692,425,4.666666508,1108,14
1,42.8124994,64.92890995,69.68749762,62.05882353,150,6,13,87.78128028,84.26966292,3.511251137,3.370786517,7.607711107,7.303370787,100,59.73154362,209,5,347,2
1,33.727175,54.60869565,62.83566356,62.5,360,133,70,40.67520201,63.49206349,15.02722651,23.45679012,7.909066975,12.34567901,65.1933074,85.13513514,577,4,1611,4
0,42.32209623,77.53001715,62.07864881,51.45631068,361,40,35,35.1523459,80.22222222,3.894997016,8.888888889,3.408122435,7.777777778,46.64258659,54.15162455,479,4.909090996,1973,11
0,2.94193998,45.57640751,6.645323336,60.6504065,477,253,30,4.324902222,59.40224159,2.293920889,31.50684932,0.272006425,3.735990037,7.60711357,82.27459016,839,3,19804,2
1,50.40650368,70.45454545,73.49593639,70.28753994,398,40,13,69.00031567,86.89956332,6.934704632,8.733624454,2.253779024,2.838427948,84.2566669,83.42440801,486,3.5,1064,2
1,27.69230902,63.82978723,57.84615278,53.40909091,81,1,42,27.08562315,64.8,0.334390393,0.8,14.04439658,33.6,41.79880023,60.09615385,125,5,641,2
1,51.9587636,65.625,82.57731795,64.64646465,539,111,28,58.27453732,76.23762376,12.0008789,15.70014144,3.027248569,3.96039604,80.97890019,79.70687711,749,4.25,1767,4
0,3.881464154,40.43583535,9.750144929,52.37793278,426,167,219,5.373044685,51.07913669,2.106334269,20.02398082,2.762199007,26.25899281,10.75870171,68.81188119,853,4.400000095,16028,5
1,28.02950442,48.89705882,62.17070818,56.08247423,252,39,30,29.00512516,57.66590389,4.488888383,8.924485126,3.452990949,6.864988558,66.41252637,58.65771812,577,4.5,1891,4
0,21.80451155,61.44067797,36.74185574,57.98525799,512,27,94,24.96990114,79.75077882,1.316772122,4.205607477,4.584318027,14.64174455,33.94345939,64.78304743,696,4.833333492,4490,3
1,48.91864061,73.98753894,68.89804602,65.51020408,456,13,5,55.9079051,94.21487603,1.59386564,2.685950413,0.61302525,1.033057851,65.2258873,69.34097421,532,5,1581,5
1,64.01028037,75.91463415,89.20308352,72.72727273,224,21,29,64.74664807,78.04878049,6.069998071,7.317073171,8.382378519,10.10452962,91.62806869,79.94428969,317,5,706,3
1,35.62439382,56.70261941,65.82768559,54.53781513,314,36,156,32.80369639,51.30718954,3.760933504,5.882352941,16.29737765,25.49019608,72.39796519,61.63141994,693,5,1960,14
0,30.04158139,59.95850622,51.66320205,55.33869116,238,27,181,26.68468654,50.21097046,3.027254343,5.696202532,20.29381543,38.18565401,59.31175947,69.70588235,529,5,1732,14
1,54.04530764,87.43455497,62.78316975,58.23170732,143,34,1,51.92201138,77.7173913,12.34509349,18.47826087,0.363090984,0.543478261,67.1718359,77.31092437,185,4,656,1
1,39.91416395,80.51948052,52.78970003,46.47887324,96,36,1,23.02298993,63.57615894,8.633621037,23.8410596,0.239822804,0.662251656,42.44863689,41.71270718,177,5,860,2
1,33.18014741,56.49452269,66.08455777,58.14376706,245,22,14,27.22983062,75.15337423,2.445127629,6.748466258,1.555990335,4.294478528,43.4565872,43.5828877,391,5,1924,6
1,2.907328866,52.06073753,5.705633014,41.34529148,347,83,99,4.531077668,63.4369287,1.083802432,15.17367459,1.292728167,18.09872029,8.174220473,64.2773208,626,4,15480,2
0,40.21505415,62.33333333,67.95699,65.78947368,161,34,30,37.5870645,66.25514403,7.937640697,13.99176955,7.003800571,12.34567901,63.2676661,66.94214876,271,4.333333492,942,13
1,27.50760019,44.8019802,66.41337276,57.14285714,294,40,57,51.4446497,70.16706444,6.999272108,9.546539379,9.973962605,13.60381862,81.366539,71.62393162,465,4.428571224,1141,7
1,58.92634392,64.39290587,95.88015079,64.01746725,608,95,27,74.60859418,78.04878049,11.65759265,12.19512195,3.313210607,3.465982028,100,76.1485826,827,4.900000095,1536,12
1,20.38032264,59.90279465,37.0400995,59.63768116,355,68,77,16.26881063,69.06614786,3.116279282,13.22957198,3.528727964,14.98054475,27.17579007,46.3898917,593,4.480000019,4751,14
1,31.66023195,52.39616613,62.35521436,66.73773987,366,69,215,35.51770151,53.90279823,6.695959717,10.16200295,20.86422294,31.66421208,66.95960164,79.22987165,690,4.625,2070,8
1,36.29528284,60,63.02118897,64.36363636,361,12,119,31.73262477,65.99634369,1.054824144,2.193784278,10.46033949,21.75502742,51.07106566,62.37172178,581,4.866666794,2390,14
1,44.7093904,71.59904535,64.97764587,65.77708006,286,19,39,46.02323472,79.88826816,3.057487495,5.30726257,6.275895238,10.89385475,58.73594284,73.51129363,365,5,1284,6
1,36.31578982,68.09210526,54.91228104,58.68725869,66,18,55,13.1672591,45.83333333,3.591070697,12.5,10.97271591,38.19444444,28.72856557,44.58204334,144,4.599999905,1098,14
0,48.28571379,70.22160665,71.23809457,62.18776916,546,74,49,47.24319279,78,6.402923167,10.57142857,4.23977375,7,65.67322612,72.91666667,759,4.714285851,2399,9
1,25.2589643,73.37962963,37.37051785,42.81466799,166,102,86,16.37179255,44.86486486,10.05977616,27.56756757,8.481772244,23.24324324,47.93187678,50.20352782,486,5,2239,6
1,21.43536061,51.01809955,43.3935374,61.04972376,558,93,137,28.11570168,67.80072904,4.685950279,11.30012151,6.902959198,16.64641555,43.43321621,78.08349146,862,3.833333254,3980,6
1,39.64803219,83.80743982,53.93374562,51.23318386,200,76,21,22.22744524,60.97560976,8.44642967,23.17073171,2.333881892,6.402439024,41.89873636,59.96343693,377,5,1877,4
1,41.07142985,68.37837838,61.85064912,61.8729097,304,11,17,55.00444174,89.67551622,1.990292221,3.244837758,3.075906262,5.014749263,61.87999845,67.8,342,4.833333492,956,8
1,38.39170039,77.08333333,50.97275972,61.83574879,252,14,62,38.40714693,74.33628319,2.133730426,4.12979351,9.449377656,18.28908555,54.25771475,67.66467066,356,5,1338,11
1,45.11677325,74.43082312,64.86199498,61.06951872,289,6,94,35.70165634,72.06982544,0.741210859,1.496259352,11.61230356,23.44139651,58.67919326,60.84977238,475,5,1698,8
1,33.58662724,65.38461538,53.64741683,64.62715105,235,88,10,43.10691655,67.33524355,16.14216417,25.21489971,1.834336855,2.865329513,70.62196732,77.0419426,385,4,1016,4
0,5.733910576,35.95505618,16.64924622,68.9477082,559,141,18,9.117197245,73.26343381,2.299686521,18.47968545,0.293576997,2.359108781,12.9336983,79.47916667,793,3.25,11084,10
1,31.23909235,49.93026499,66.40488505,58.29268293,610,46,42,57.50880837,84.95821727,4.336730018,6.406685237,3.959622979,5.849582173,70.89610696,74.25025853,752,4.199999809,1945,13
1,36.22250855,56.11222445,66.75291061,58.84433962,376,26,30,53.23249102,82.63736264,3.680970147,5.714285714,4.247273132,6.593406593,68.80582571,71.09375,486,4.666666508,1394,10
0,40.0000006,61.24197002,66.71328545,70.97264438,326,3,6,49.03155267,95.60117302,0.451210607,0.879765396,0.902421214,1.759530792,57.90535808,66.47173489,385,4.428571224,1339,7
1,47.41035998,56.13207547,87.15139627,67.35504369,601,46,88,60.37506461,80.02663116,4.621053115,6.125166445,8.840275556,11.71770972,77.65378952,76.47657841,773,4.666666508,2029,9
1,46.2585032,70.83333333,67.12018251,64.28571429,220,4,35,50.38034916,84.29118774,0.916006323,1.53256705,8.015055209,13.40996169,62.05942631,76.99115044,271,5,919,6
1,42.06349254,54.08163265,84.52380896,66.89419795,563,18,16,59.21401381,91.3961039,1.893165708,2.922077922,1.682814024,2.597402597,67.83843637,80.52287582,645,4,1833,7
1,56.77530169,71.80043384,80.78902364,57.19602978,394,3,33,53.41849923,91.41531323,0.406739814,0.696055684,4.474138096,7.656612529,59.51959491,69.51612903,439,4.333333492,1680,14
0,28.32167745,44.18181818,67.01631546,59.20344456,321,79,6,39.13109004,58.79120879,9.630392492,14.46886447,0.73142224,1.098901099,70.58224678,74.18478261,579,4,1619,7
1,42.67631173,69.00584795,64.01446462,55.33980583,386,3,0,67.2011137,97.22921914,0.522288447,0.755667506,0,0,72.9462862,72.97794118,419,4.875,1331,9
1,34.09090936,56.01659751,64.01515007,61.55810983,466,15,0,62.24216819,94.90835031,2.003503218,3.054989817,0,0,65.5813396,77.5671406,491,4.75,1676,9
1,30.25048077,52.33333333,61.46435738,59.05511811,286,8,4,50.53184032,83.3819242,1.41347805,2.332361516,0.706739025,1.166180758,63.60651255,78.31050228,360,5,1287,9
1,29.05983031,52.42290749,59.58486199,46.65981501,227,146,29,27.90169418,54.56730769,17.94558316,35.09615385,3.564533591,6.971153846,57.03253746,54.66491459,464,3.5,1628,2
1,36.98884845,52.92553191,79.73977923,46.53465347,372,19,9,49.03541803,88.57142857,2.504497021,4.523809524,1.186340768,2.142857143,64.19421434,65.625,487,3.75,1477,4
0,34.88773704,54.01069519,67.70293713,56.66666667,276,93,6,46.32048011,71.875,15.60798734,24.21875,1.006966922,1.5625,70.15203238,73.42256214,418,4,1196,6
0,42.32456088,65.42372881,69.07894611,53.53901996,562,43,9,64.55593705,86.86244204,4.939333349,6.646058733,1.033813972,1.391035549,84.77274179,74.79768786,738,4.75,1907,4
1,59.64912176,73.91304348,83.62573385,72.63157895,121,7,4,76.09344721,90.29850746,4.402100295,5.223880597,2.515485883,2.985074627,84.26877856,81.21212121,134,4.75,311,7
1,12.04819307,26.08695652,48.59437644,78.23129252,63,14,37,25.72678924,53.38983051,5.71706444,11.86440678,15.10938406,31.3559322,50.22849441,89.39393939,123,5,535,4
1,62.5,58.55855856,100,74.4966443,69,10,11,60.86300015,75.82417582,8.820724487,10.98901099,9.702797234,12.08791209,82.03274012,69.46564885,93,5,242,6
1,51.33079886,58.18965517,90.49429893,73.18611987,130,45,6,46.35829926,70.65217391,16.0471037,24.45652174,2.139613777,3.260869565,73.81667495,71.31782946,207,4,515,1
0,16.43426269,28.44827586,59.66135263,59.00305188,411,79,53,45.71543634,71.72774869,8.787152171,13.78708551,5.89517802,9.2495637,63.73466253,69.20289855,573,3.5,1674,3
0,14.46945369,30.10033445,52.73311734,43.33333333,197,129,12,26.80240571,52.53333333,17.55081415,34.4,1.632633805,3.2,56.05376363,56.13772455,412,4.388888836,1342,14
1,23.99999946,27.64227642,89.88234997,47.73609314,265,114,11,60.17413735,60.09070295,25.88623464,25.85034014,2.497794479,2.494331066,100,67.84615385,454,4.333333492,898,4
1,20.84690481,37.86982249,56.02605939,53.39652449,178,105,9,30.38217425,59.33333333,17.92206913,35,1.536177378,3,52.57140398,60.60606061,308,4,1081,2
1,56.3380301,72.72727273,81.69013858,75.34246575,82,2,0,58.71700644,96.47058824,1.432122104,2.352941176,0,0,61.58125401,88.54166667,86,4,238,1
0,51.61290169,58.94736842,96.77419066,73.07692308,156,6,2,64.80938196,95.12195122,2.492668666,3.658536585,0.830889493,1.219512195,68.13294291,76.27906977,164,4,425,2
1,27.53108442,42.23433243,67.14031696,67.09323583,221,35,14,45.67377567,79.21146953,7.233403623,12.54480287,2.893361449,5.017921147,62.62061,64.28571429,303,4.666666508,956,10
1,116.8357015,57.94768612,205.4766655,64.50356911,603,165,35,134.9607944,73.53658537,36.92956865,20.12195122,7.83354491,4.268292683,188.6765242,70.50730868,843,4.25,826,7
1,27.52457559,44.57308249,68.1858778,57.24937862,517,98,19,42.88855195,78.4522003,8.129744977,14.87101669,1.576174982,2.883156297,55.74682355,66.76798379,672,4.857142925,2429,14
1,21.21212184,31.87613843,71.75757289,62.9587156,322,16,74,46.20914757,76.48456057,2.296106704,3.800475059,10.61949357,17.57719715,66.58709049,63.30827068,464,5,1409,12
1,6.738451123,33.56401384,21.8825981,57.68463074,420,68,29,13.15088272,78.2122905,2.129190601,12.66294227,0.908037182,5.400372439,17.72238016,64.62093863,566,4.733333111,5669,14
1,27.95566618,53.53773585,57.38916397,54.78036176,235,11,183,31.83811903,52.57270694,1.490294933,2.460850112,24.79308844,40.93959732,64.62460756,67.42081448,477,4.461538315,1403,14
1,115.2777791,52.53164557,252.7777672,51.46579805,117,7,22,164.2260551,78.52348993,9.825490415,4.697986577,30.88011444,14.76510067,230.1972151,61.82572614,164,5,165,4
1,42.1875,64.8,70.13888955,64.21232877,186,8,139,31.57437444,55.0295858,1.358037628,2.366863905,23.59590381,41.12426036,57.37708807,73.16017316,338,4,1081,2
1,56.33333325,71.61016949,81.99999928,76.12903226,178,32,5,64.38490152,81.27853881,11.57481372,14.61187215,1.808564737,2.283105023,81.38540983,87.25099602,225,5,612,3
0,35.22727191,52.06718346,69.93007064,67.77583187,463,75,32,39.2126143,79.82758621,6.351935118,12.93103448,2.710159123,5.517241379,55.38887382,61.44067797,654,4.571428776,2241,9
0,18.86227578,32.8125,61.37724519,64.4295302,129,11,39,47.08891511,70.10869565,4.015333578,5.97826087,14.23618346,21.19565217,70.4508543,73.01587302,193,5,525,5
1,44.30107474,58.85714286,76.98924541,73.52941176,313,42,7,72.1916914,84.59459459,9.687063843,11.35135135,1.614510641,1.891891892,95.02548575,86.85446009,412,5,893,8
0,41.81818068,53.48837209,80.00000119,59.72222222,43,7,1,64.34964538,82.69230769,10.47552377,13.46153846,1.496503409,1.923076923,83.80419016,86.66666667,56,5,130,1
1,52.09790468,90.85365854,61.53846383,50.93167702,147,4,6,56.09735847,93.63057325,1.526458655,2.547770701,2.289688028,3.821656051,59.91350412,59.46969697,157,5,566,4
1,44.92753744,80.51948052,60.14492512,48.125,74,3,0,55.78978062,94.87179487,2.261747979,3.846153846,0,0,61.82110906,61.9047619,82,4,297,1
0,5.78975454,34.77564103,17.07577407,57.88497217,323,165,135,8.379521966,51.18858954,4.280560836,26.14896989,3.502276912,21.39461173,16.86281413,67.34258271,650,3.5,6576,2
0,55.32358885,52.57936508,100,62.76463263,579,173,16,66.41843319,73.10606061,19.84523088,21.84343434,1.835397072,2.02020202,96.1289227,64.0776699,838,4,1876,3
0,43.29268336,75.53191489,58.53658319,67.62589928,47,10,3,33.81926715,73.4375,7.195588946,15.625,2.158676647,4.6875,46.05177045,73.56321839,64,4,261,1
0,36.26666665,50.37037037,73.06666374,70.68062827,151,52,8,43.45084727,68.63636364,14.96320665,23.63636364,2.302031592,3.636363636,72.51399755,70.96774194,252,4.75,669,6
1,40.82840383,46.93877551,92.89940596,65.04424779,113,35,3,49.85525012,72.90322581,15.44189155,22.58064516,1.323590707,1.935483871,78.97424698,70.77625571,179,4.25,421,6
1,31.71296418,47.9020979,66.2037015,65.14806378,146,61,4,33.10878873,64.60176991,13.83312345,26.99115044,0.90709012,1.769911504,54.42540646,70.625,240,4,862,2
0,40.2439028,52.10526316,80.08130193,64.84641638,122,38,1,47.87573218,75.77639752,14.91211355,23.60248447,0.392424036,0.621118012,65.14238715,69.09871245,166,4.666666508,509,6
0,28.9447248,42.85714286,69.74874139,61.82152714,282,57,150,30.67703247,57.20081136,6.200676784,11.56186613,16.31757021,30.42596349,56.78514838,55.08379888,522,4.400000095,1778,5
1,22.5988701,37.73584906,62.85310984,53.19949812,395,10,8,47.47837782,94.27207637,1.201984286,2.386634845,0.961587392,1.909307876,52.52671242,62.91291291,437,4.666666508,1544,6
1,29.58963215,41.3897281,71.49028182,60.40145985,262,29,14,55.76395392,85.06493506,6.172346324,9.415584416,2.979753353,4.545454545,66.61877036,73.50835322,313,4.666666508,779,5
1,40.34285843,59.22818792,69.94285583,61.76165803,421,52,32,52.17959285,81.58914729,6.44498542,10.07751938,3.966144845,6.201550388,65.56533575,67.10013004,529,4.75,1497,4
0,55.08981943,68.14814815,83.23353529,70.3125,107,10,1,60.46349406,89.91596639,5.650793761,8.403361345,0.565079367,0.840336134,68.93967986,77.27272727,122,4.75,360,4
0,61.53846383,75.86206897,83.91608596,63.73626374,86,5,5,52.59817839,89.58333333,3.058033623,5.208333333,3.058033623,5.208333333,58.71424675,65.30612245,96,5,348,5
0,57.99999833,71.60493827,81.00000024,65.85365854,66,10,0,60.83799005,85.71428571,9.217876941,12.98701299,0,0,70.97765207,74.03846154,77,4,179,1
1,43.13725531,61.11111111,74.31372404,57.50798722,309,49,15,52.22928524,77.63819095,8.282313496,12.31155779,2.535402216,3.768844221,73.52666259,73.16176471,435,4.5,1010,3
1,0.741003733,42.14223003,1.784584112,55.86071604,412,141,43,0.657662051,66.99186992,0.225073658,22.92682927,0.068639487,6.991869919,1.000859495,72.78106509,627,3,102322,2
0,41.42857194,59.18367347,71.9047606,72.77227723,121,5,0,78.62039804,93.07692308,3.248776868,3.846153846,0,0,91.61550403,65.98984772,141,5,390,7
1,67.5757587,37.04318937,187.5757575,58.96180215,320,136,27,97.40695357,63.24110672,41.39795601,26.87747036,8.218711615,5.335968379,161.9390607,65.45924968,532,4.5,619,14
1,15.22601098,52.45901639,30.92783391,64.21052632,284,67,22,23.44146371,74.73684211,5.530204624,17.63157895,1.815888099,5.789473684,31.36534095,76.45875252,380,4.615384579,1989,14
1,11.88811213,28.81355932,43.07692349,64.55142232,158,81,28,25.07479489,58.73605948,12.85479963,30.11152416,4.443634301,10.40892193,42.69062877,79.82195846,269,4.666666508,1086,6
1,13.3171916,16.97530864,79.66101766,66.52977413,142,152,20,32.33564794,44.79495268,34.61280465,47.94952681,4.554316401,6.309148265,73.55220914,77.12895377,323,4.666666508,738,6
1,20.55888176,32.90734824,64.07185793,59.84703633,189,85,12,37.24737465,63.42281879,16.75146371,28.52348993,2.364912629,4.026845638,60.89649796,70.28301887,309,4.666666508,827,6
0,26.16580427,30.88685015,87.56476641,67.84232365,145,116,4,37.18256652,53.50553506,29.74605262,42.80442804,1.025725901,1.47601476,71.54438496,75.91036415,279,5,688,6
1,7.94602707,24.09090909,34.48275924,53.65853659,100,65,22,15.81315845,51.28205128,10.27855277,33.33333333,3.478894755,11.28205128,30.83565831,63.10679612,195,4.5,1155,14
0,43.90243888,49.45054945,89.268291,70,108,35,19,45.59834599,65.85365854,14.77724165,21.34146341,8.02193135,11.58536585,72.19738364,71.30434783,171,4.5,328,5
1,43.89534891,71.56398104,61.33720875,61.51603499,136,45,1,41.75501168,71.57894737,13.81599754,23.68421053,0.307022152,0.526315789,58.33420753,71.96969697,190,5,680,8
0,39.92133737,61.05263158,68.04326177,61.86046512,425,103,23,40.8608079,74.04181185,9.902736545,17.94425087,2.211290784,4.006968641,60.18556356,66.74418605,626,5,2136,11
0,50.48966408,74.83870968,72.03481793,58.76777251,322,9,9,33.19848478,90.4494382,0.927907974,2.528089888,0.927907974,2.528089888,41.24035239,50.6401138,400,4.909090996,2136,13
1,43.75,59.15492958,73.95833135,65.43778802,82,6,4,35.50548851,83.67346939,2.597962506,6.12244898,1.731975004,4.081632653,45.46434283,51.57894737,105,5,473,3
1,40.97560942,70.78651685,59.18698907,55.4517134,279,14,0,41.60334766,93.93939394,2.087623253,4.713804714,0,0,49.20826256,52.65957447,330,4.666666508,1264,3
1,45.75163424,69.30693069,71.89542651,54.59459459,88,19,4,43.96336079,76.52173913,9.492089599,16.52173913,1.998334564,3.47826087,63.44712377,66.09195402,127,5,315,8
1,58.84955525,74.09470752,82.30088353,63.42756184,301,60,2,57.39640594,81.57181572,11.4411436,16.2601626,0.381371472,0.54200542,72.07920551,75.77002053,378,4.333333492,846,3
1,24.03846085,38.16793893,62.98077106,54.58333333,87,25,20,37.06971407,64.44444444,10.65221652,18.51851852,8.521773666,14.81481481,60.93068123,69.58762887,143,4.333333492,371,3
0,43.44978034,69.33797909,65.7205224,52.37226277,208,5,82,40.07562995,70.03367003,0.963356532,1.683501684,15.79904705,27.60942761,59.34275985,68.27586207,308,4.5,921,5
